platform,key,zh,en,status,finding_id,notes
mobile,subscription.billing.status.REFUNDED,已退款,Refunded,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.billing.status.SUCCESS,已支付,Paid,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.billing.title,账单记录,Billing History,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.cancel,取消订阅,Cancel Subscription,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.cancelConfirm,确定取消订阅吗？你将失去高级功能的访问权限。,Are you sure you want to cancel? You'll lose access to premium features.,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.cancelled,已取消,Cancelled,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.currentLabel,当前方案,Current Plan,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.currentPlan,当前方案,Current Plan,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.expired,已过期,Expired,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.expiresOn,到期时间 {{date}},Expires on {{date}},已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.features.basicAi,基础 AI（每日5次）,Basic AI (5/day),已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.features.browseSchools,浏览学校,Browse schools,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.features.dedicatedAdvisor,专属顾问,Dedicated advisor,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.features.deepEssay,深度文书修改,Deep essay editing,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.features.detailedCases,详细案例,Detailed cases,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.features.essayReview,文书评估,Essay evaluation,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.features.prediction,录取预测,Admission prediction,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.features.prioritySupport,优先客服,Priority support,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.features.publicCases,查看公开案例,View public cases,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.features.strategy,申请策略,Application strategy,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.features.unlimitedAi,无限 AI 对话,Unlimited AI,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.features.vipCommunity,VIP 社区,VIP community,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.period.monthly,月付,Monthly,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.period.yearly,年付,Yearly,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.period.yearlyDiscount,省约17%,Save ~17%,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.plans.free.name,免费版,Free,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.plans.free.price,免费,Free,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.plans.premium.badge,超值,Best Value,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.plans.premium.name,旗舰版,Premium,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.plans.pro.badge,热门,Popular,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.plans.pro.name,专业版,Pro,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.subscribe,订阅,Subscribe,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.switchPlan,切换方案,Switch Plan,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.title,订阅管理,Subscription,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.upgrade,升级,Upgrade,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,subscription.upgradePrompt,升级解锁更多功能,Upgrade for more features,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.acceptanceRate,录取率,Acceptance Rate,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.accuracy,准确率,Accuracy,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.activities,课外活动,Activities,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.actualResult,实际结果：{{result}},Actual: {{result}},已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.actualResultLabel,实际结果,Actual,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.admit,录取,Admit,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.awards,获奖,Awards,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.badgeUpgrade,已解锁 {{badge}},Unlocked {{badge}},已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.badges.BRONZE,青铜,Bronze,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.badges.DIAMOND,钻石,Diamond,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.badges.GOLD,黄金,Gold,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.badges.PLATINUM,铂金,Platinum,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.badges.SILVER,白银,Silver,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.badges.bronze,青铜,Bronze,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.badges.diamond,钻石,Diamond,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.badges.gold,黄金,Gold,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.badges.platinum,铂金,Platinum,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.badges.silver,白银,Silver,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.card.act,ACT,ACT,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.card.activities,课外活动,Activities,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.card.ap,AP,AP,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.card.awards,获奖,Awards,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.card.gpa,GPA,GPA,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.card.rank,排名 #{{rank}},Rank #{{rank}},已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.card.sat,SAT,SAT,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.card.toefl,TOEFL,TOEFL,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
mobile,swipe.card.verified,已认证,Verified,已检查,,zh/en values present; no confirmed translation-quality issue recorded.
